id,datetime,time,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,dayOfWeek
3423,2011-08-12 12:00:00,12:00:00,3,0,1,1,32.8,34.85,27,0,222,maandag
3424,2011-08-12 13:00:00,13:00:00,3,0,1,1,31.98,34.09,29,60.032,253,maandag
3425,2011-08-12 14:00:00,14:00:00,3,0,1,1,32.8,34.85,29,12.998,186,maandag
3426,2011-08-12 15:00:00,15:00:00,3,0,1,1,32.8,34.85,29,110.014,249,maandag
3427,2011-08-12 16:00:00,16:00:00,3,0,1,1,33.62,35.605,28,0,334,maandag
3428,2011-08-12 17:00:00,17:00:00,3,0,1,1,33.62,35.605,26,0,516,maandag
3429,2011-08-12 18:00:00,18:00:00,3,0,1,1,31.16,34.09,40,199.995,465,maandag
3430,2011-08-12 19:00:00,19:00:00,3,0,1,1,30.34,33.335,42,150.013,385,maandag
3431,2011-08-12 20:00:00,20:00:00,3,0,1,1,29.52,32.575,42,150.013,287,maandag
3432,2011-08-12 21:00:00,21:00:00,3,0,1,1,28.7,32.575,48,89.981,226,maandag
3433,2011-08-12 22:00:00,22:00:00,3,0,1,1,27.88,31.82,51,0,231,maandag
3434,2011-08-12 23:00:00,23:00:00,3,0,1,1,27.88,31.82,51,0,151,maandag
3435,2011-08-13 00:00:00,00:00:00,3,0,0,1,27.88,31.82,51,70.015,84,dinsdag
3436,2011-08-13 01:00:00,01:00:00,3,0,0,2,27.88,31.82,57,60.032,77,dinsdag
3437,2011-08-13 02:00:00,02:00:00,3,0,0,1,27.88,31.82,57,0,74,dinsdag
3438,2011-08-13 03:00:00,03:00:00,3,0,0,1,27.06,31.06,65,89.981,27,dinsdag
3439,2011-08-13 04:00:00,04:00:00,3,0,0,2,26.24,30.305,73,89.981,10,dinsdag
3440,2011-08-13 05:00:00,05:00:00,3,0,0,1,26.24,30.305,73,70.015,18,dinsdag
3441,2011-08-13 06:00:00,06:00:00,3,0,0,1,26.24,30.305,73,60.032,22,dinsdag
3442,2011-08-13 07:00:00,07:00:00,3,0,0,2,27.06,31.06,74,12.998,44,dinsdag
3443,2011-08-13 08:00:00,08:00:00,3,0,0,2,28.7,32.575,65,110.014,118,dinsdag
3444,2011-08-13 09:00:00,09:00:00,3,0,0,2,28.7,33.335,74,110.014,208,dinsdag
3445,2011-08-13 10:00:00,10:00:00,3,0,0,2,29.52,34.85,74,150.013,260,dinsdag
3446,2011-08-13 11:00:00,11:00:00,3,0,0,2,30.34,34.85,70,12.998,314,dinsdag
3447,2011-08-13 12:00:00,12:00:00,3,0,0,2,27.06,29.545,89,110.014,421,dinsdag
3448,2011-08-13 13:00:00,13:00:00,3,0,0,2,30.34,35.605,74,220.028,153,dinsdag
3449,2011-08-13 14:00:00,14:00:00,3,0,0,1,30.34,34.85,70,169.979,259,dinsdag
3450,2011-08-13 15:00:00,15:00:00,3,0,0,3,27.88,31.82,79,239.994,358,dinsdag
3451,2011-08-13 16:00:00,16:00:00,3,0,0,2,28.7,33.335,74,190.012,281,dinsdag
3452,2011-08-13 17:00:00,17:00:00,3,0,0,2,29.52,34.85,74,169.979,269,dinsdag
3453,2011-08-13 18:00:00,18:00:00,3,0,0,1,28.7,33.335,74,150.013,292,dinsdag
3454,2011-08-13 19:00:00,19:00:00,3,0,0,2,27.88,31.82,79,190.012,237,dinsdag
3455,2011-08-13 20:00:00,20:00:00,3,0,0,2,27.88,31.82,83,150.013,183,dinsdag
3456,2011-08-13 21:00:00,21:00:00,3,0,0,2,27.88,31.82,83,260.027,167,dinsdag
3457,2011-08-13 22:00:00,22:00:00,3,0,0,2,27.88,31.82,83,260.027,154,dinsdag
3458,2011-08-13 23:00:00,23:00:00,3,0,0,2,27.06,30.305,83,220.028,120,dinsdag
3459,2011-08-14 00:00:00,00:00:00,3,0,0,3,27.06,30.305,83,199.995,90,woensdag
3460,2011-08-14 01:00:00,01:00:00,3,0,0,3,26.24,28.79,89,150.013,73,woensdag
3461,2011-08-14 02:00:00,02:00:00,3,0,0,3,26.24,28.79,89,150.013,62,woensdag
3462,2011-08-14 03:00:00,03:00:00,3,0,0,2,26.24,28.03,94,169.979,27,woensdag
3463,2011-08-14 04:00:00,04:00:00,3,0,0,3,26.24,28.03,94,12.998,3,woensdag
3464,2011-08-14 05:00:00,05:00:00,3,0,0,2,26.24,28.03,94,110.014,10,woensdag
3465,2011-08-14 06:00:00,06:00:00,3,0,0,2,26.24,28.03,94,70.015,6,woensdag
3466,2011-08-14 07:00:00,07:00:00,3,0,0,2,27.06,29.545,89,12.998,24,woensdag
3467,2011-08-14 08:00:00,08:00:00,3,0,0,2,27.06,29.545,89,190.012,41,woensdag
3468,2011-08-14 09:00:00,09:00:00,3,0,0,3,27.06,29.545,89,190.012,103,woensdag
3469,2011-08-14 10:00:00,10:00:00,3,0,0,1,28.7,33.335,79,150.013,183,woensdag
3470,2011-08-14 11:00:00,11:00:00,3,0,0,1,28.7,33.335,79,12.998,198,woensdag
3471,2011-08-14 12:00:00,12:00:00,3,0,0,2,28.7,33.335,79,150.013,281,woensdag
3472,2011-08-14 13:00:00,13:00:00,3,0,0,1,29.52,34.85,74,169.979,377,woensdag
3473,2011-08-14 14:00:00,14:00:00,3,0,0,1,30.34,34.85,70,12.998,370,woensdag
3474,2011-08-14 15:00:00,15:00:00,3,0,0,1,30.34,34.85,66,12.998,331,woensdag
3475,2011-08-14 16:00:00,16:00:00,3,0,0,1,30.34,34.85,66,110.014,292,woensdag
3476,2011-08-14 17:00:00,17:00:00,3,0,0,1,31.16,35.605,62,89.981,329,woensdag
3477,2011-08-14 18:00:00,18:00:00,3,0,0,1,30.34,34.85,66,110.014,347,woensdag
3478,2011-08-14 19:00:00,19:00:00,3,0,0,1,29.52,34.85,74,150.013,259,woensdag
3479,2011-08-14 20:00:00,20:00:00,3,0,0,1,28.7,33.335,84,110.014,193,woensdag
3480,2011-08-14 21:00:00,21:00:00,3,0,0,3,24.6,27.275,88,329.975,155,woensdag
3481,2011-08-14 22:00:00,22:00:00,3,0,0,3,24.6,27.275,88,329.975,39,woensdag
3482,2011-08-14 23:00:00,23:00:00,3,0,0,3,24.6,28.03,83,0,27,woensdag
3483,2011-08-15 00:00:00,00:00:00,3,0,1,3,24.6,27.275,88,60.032,25,donderdag
3484,2011-08-15 01:00:00,01:00:00,3,0,1,2,24.6,27.275,88,89.981,10,donderdag
3485,2011-08-15 02:00:00,02:00:00,3,0,1,2,24.6,28.03,83,0,3,donderdag
3486,2011-08-15 03:00:00,03:00:00,3,0,1,1,24.6,28.03,83,12.998,7,donderdag
3487,2011-08-15 04:00:00,04:00:00,3,0,1,1,24.6,28.03,83,89.981,5,donderdag
3488,2011-08-15 05:00:00,05:00:00,3,0,1,2,24.6,27.275,88,12.998,17,donderdag
3489,2011-08-15 06:00:00,06:00:00,3,0,1,1,24.6,27.275,88,169.979,90,donderdag
3490,2011-08-15 07:00:00,07:00:00,3,0,1,1,24.6,27.275,88,169.979,258,donderdag
3491,2011-08-15 08:00:00,08:00:00,3,0,1,1,26.24,29.545,78,220.028,355,donderdag
3492,2011-08-15 09:00:00,09:00:00,3,0,1,1,26.24,29.545,78,220.028,222,donderdag
3493,2011-08-15 10:00:00,10:00:00,3,0,1,1,27.88,31.82,69,190.012,141,donderdag
3494,2011-08-15 11:00:00,11:00:00,3,0,1,2,29.52,34.09,62,169.979,153,donderdag
3495,2011-08-15 12:00:00,12:00:00,3,0,1,1,30.34,34.09,58,190.012,178,donderdag
3496,2011-08-15 13:00:00,13:00:00,3,0,1,1,31.98,35.605,52,190.012,193,donderdag
3497,2011-08-15 14:00:00,14:00:00,3,0,1,1,30.34,34.09,55,60.032,151,donderdag
3498,2011-08-15 15:00:00,15:00:00,3,0,1,3,30.34,34.09,55,199.995,182,donderdag
3499,2011-08-15 16:00:00,16:00:00,3,0,1,1,30.34,34.09,55,220.028,283,donderdag
3500,2011-08-15 17:00:00,17:00:00,3,0,1,1,30.34,33.335,51,190.012,530,donderdag
3501,2011-08-15 18:00:00,18:00:00,3,0,1,1,28.7,32.575,65,12.998,483,donderdag
3502,2011-08-15 19:00:00,19:00:00,3,0,1,1,28.7,32.575,65,0,397,donderdag
3503,2011-08-15 20:00:00,20:00:00,3,0,1,1,27.06,31.06,74,89.981,285,donderdag
3504,2011-08-15 21:00:00,21:00:00,3,0,1,1,27.06,31.06,65,12.998,184,donderdag
3505,2011-08-15 22:00:00,22:00:00,3,0,1,1,27.06,31.06,69,169.979,98,donderdag
3506,2011-08-15 23:00:00,23:00:00,3,0,1,1,26.24,30.305,69,150.013,88,donderdag
3507,2011-08-16 00:00:00,00:00:00,3,0,1,1,26.24,30.305,69,70.015,31,zaterdag
3508,2011-08-16 01:00:00,01:00:00,3,0,1,1,26.24,30.305,69,110.014,16,zaterdag
3509,2011-08-16 02:00:00,02:00:00,3,0,1,1,25.42,29.545,73,150.013,4,zaterdag
3510,2011-08-16 03:00:00,03:00:00,3,0,1,1,25.42,29.545,73,150.013,6,zaterdag
3511,2011-08-16 04:00:00,04:00:00,3,0,1,1,26.24,30.305,69,199.995,5,zaterdag
3512,2011-08-16 05:00:00,05:00:00,3,0,1,1,25.42,29.545,73,190.012,30,zaterdag
3513,2011-08-16 06:00:00,06:00:00,3,0,1,1,25.42,29.545,73,220.028,119,zaterdag
3514,2011-08-16 07:00:00,07:00:00,3,0,1,1,26.24,30.305,69,169.979,346,zaterdag
3515,2011-08-16 08:00:00,08:00:00,3,0,1,1,28.7,32.575,58,300.026,441,zaterdag
3516,2011-08-16 09:00:00,09:00:00,3,0,1,1,27.88,31.82,61,190.012,198,zaterdag
3517,2011-08-16 10:00:00,10:00:00,3,0,1,1,28.7,32.575,58,260.027,111,zaterdag
3518,2011-08-16 11:00:00,11:00:00,3,0,1,1,30.34,33.335,51,150.013,150,zaterdag
3519,2011-08-16 12:00:00,12:00:00,3,0,1,1,31.16,34.09,48,220.028,162,zaterdag
3520,2011-08-16 13:00:00,13:00:00,3,0,1,1,31.16,34.09,48,199.995,192,zaterdag
3521,2011-08-16 14:00:00,14:00:00,3,0,1,1,31.16,34.09,45,279.993,182,zaterdag
3522,2011-08-16 15:00:00,15:00:00,3,0,1,1,32.8,35.605,41,199.995,159,zaterdag
3523,2011-08-16 16:00:00,16:00:00,3,0,1,1,32.8,35.605,41,150.013,303,zaterdag
3524,2011-08-16 17:00:00,17:00:00,3,0,1,1,31.16,34.09,45,220.028,600,zaterdag
3525,2011-08-16 18:00:00,18:00:00,3,0,1,1,31.16,34.09,45,150.013,570,zaterdag
3526,2011-08-16 19:00:00,19:00:00,3,0,1,1,30.34,33.335,48,12.998,376,zaterdag
3527,2011-08-16 20:00:00,20:00:00,3,0,1,1,30.34,33.335,51,0,280,zaterdag
3528,2011-08-16 21:00:00,21:00:00,3,0,1,1,29.52,33.335,54,0,215,zaterdag
3529,2011-08-16 22:00:00,22:00:00,3,0,1,1,28.7,32.575,61,0,152,zaterdag
3530,2011-08-16 23:00:00,23:00:00,3,0,1,1,27.06,31.06,65,89.981,77,zaterdag
3531,2011-08-17 00:00:00,00:00:00,3,0,1,1,27.06,31.06,69,60.032,24,zondag
3532,2011-08-17 01:00:00,01:00:00,3,0,1,1,26.24,30.305,73,110.014,14,zondag
3533,2011-08-17 02:00:00,02:00:00,3,0,1,1,27.06,31.06,69,0,6,zondag
3534,2011-08-17 03:00:00,03:00:00,3,0,1,1,26.24,29.545,78,0,5,zondag
3535,2011-08-17 04:00:00,04:00:00,3,0,1,1,26.24,30.305,73,0,5,zondag
3536,2011-08-17 05:00:00,05:00:00,3,0,1,1,26.24,30.305,73,0,28,zondag
3537,2011-08-17 06:00:00,06:00:00,3,0,1,1,25.42,29.545,78,0,105,zondag
3538,2011-08-17 07:00:00,07:00:00,3,0,1,1,27.06,31.06,65,60.032,308,zondag
3539,2011-08-17 08:00:00,08:00:00,3,0,1,1,28.7,32.575,54,110.014,487,zondag
3540,2011-08-17 09:00:00,09:00:00,3,0,1,1,30.34,33.335,48,60.032,209,zondag
3541,2011-08-17 10:00:00,10:00:00,3,0,1,1,31.16,34.09,43,60.032,118,zondag
3542,2011-08-17 11:00:00,11:00:00,3,0,1,1,31.98,34.85,43,70.015,128,zondag
3543,2011-08-17 12:00:00,12:00:00,3,0,1,1,32.8,36.365,43,190.012,189,zondag
3544,2011-08-17 13:00:00,13:00:00,3,0,1,1,32.8,35.605,41,12.998,176,zondag
3545,2011-08-17 14:00:00,14:00:00,3,0,1,1,33.62,36.365,36,110.014,192,zondag
3546,2011-08-17 15:00:00,15:00:00,3,0,1,1,32.8,36.365,43,89.981,159,zondag
3547,2011-08-17 16:00:00,16:00:00,3,0,1,1,33.62,37.12,43,150.013,300,zondag
3548,2011-08-17 17:00:00,17:00:00,3,0,1,1,32.8,37.12,49,150.013,552,zondag
3549,2011-08-17 18:00:00,18:00:00,3,0,1,1,31.16,34.85,55,169.979,556,zondag
3550,2011-08-17 19:00:00,19:00:00,3,0,1,1,31.16,34.85,55,150.013,347,zondag
3551,2011-08-17 20:00:00,20:00:00,3,0,1,1,30.34,34.09,58,169.979,280,zondag
3552,2011-08-17 21:00:00,21:00:00,3,0,1,1,29.52,34.09,62,150.013,230,zondag
3553,2011-08-17 22:00:00,22:00:00,3,0,1,1,28.7,32.575,65,12.998,171,zondag
3554,2011-08-17 23:00:00,23:00:00,3,0,1,1,28.7,32.575,65,190.012,105,zondag
3555,2011-08-18 00:00:00,00:00:00,3,0,1,1,27.88,31.82,65,89.981,56,maandag
3556,2011-08-18 01:00:00,01:00:00,3,0,1,2,27.06,31.06,65,110.014,24,maandag
3557,2011-08-18 02:00:00,02:00:00,3,0,1,1,27.06,31.06,65,150.013,6,maandag
3558,2011-08-18 03:00:00,03:00:00,3,0,1,1,27.06,31.06,69,190.012,6,maandag
3559,2011-08-18 04:00:00,04:00:00,3,0,1,1,26.24,30.305,73,150.013,9,maandag
3560,2011-08-18 05:00:00,05:00:00,3,0,1,1,26.24,29.545,78,190.012,27,maandag
3561,2011-08-18 06:00:00,06:00:00,3,0,1,2,26.24,29.545,78,169.979,103,maandag
3562,2011-08-18 07:00:00,07:00:00,3,0,1,1,26.24,29.545,78,199.995,308,maandag
3563,2011-08-18 08:00:00,08:00:00,3,0,1,1,27.06,31.06,74,190.012,420,maandag
3564,2011-08-18 09:00:00,09:00:00,3,0,1,1,29.52,34.09,66,169.979,228,maandag
3565,2011-08-18 10:00:00,10:00:00,3,0,1,1,30.34,34.85,66,169.979,129,maandag
3566,2011-08-18 11:00:00,11:00:00,3,0,1,1,31.16,35.605,58,169.979,141,maandag
3567,2011-08-18 12:00:00,12:00:00,3,0,1,1,32.8,37.12,52,190.012,173,maandag
3568,2011-08-18 13:00:00,13:00:00,3,0,1,1,32.8,37.12,52,239.994,187,maandag
3569,2011-08-18 14:00:00,14:00:00,3,0,1,1,33.62,37.88,46,220.028,182,maandag
3570,2011-08-18 15:00:00,15:00:00,3,0,1,1,32.8,36.365,46,239.994,174,maandag
3571,2011-08-18 16:00:00,16:00:00,3,0,1,1,32.8,36.365,46,239.994,245,maandag
3572,2011-08-18 17:00:00,17:00:00,3,0,1,3,32.8,36.365,46,199.995,409,maandag
3573,2011-08-18 18:00:00,18:00:00,3,0,1,3,31.16,34.85,55,169.979,274,maandag
3574,2011-08-18 19:00:00,19:00:00,3,0,1,1,27.06,30.305,83,70.015,141,maandag
3575,2011-08-18 20:00:00,20:00:00,3,0,1,1,27.06,30.305,83,70.015,165,maandag
3576,2011-08-18 21:00:00,21:00:00,3,0,1,2,27.88,31.82,79,0,149,maandag
3577,2011-08-18 22:00:00,22:00:00,3,0,1,2,28.7,33.335,74,70.015,135,maandag
3578,2011-08-18 23:00:00,23:00:00,3,0,1,2,28.7,33.335,74,89.981,114,maandag
3579,2011-08-19 00:00:00,00:00:00,3,0,1,3,27.88,31.82,69,12.998,62,dinsdag
3580,2011-08-19 01:00:00,01:00:00,3,0,1,3,26.24,28.79,89,0,20,dinsdag
3581,2011-08-19 02:00:00,02:00:00,3,0,1,3,26.24,28.79,83,0,8,dinsdag
3582,2011-08-19 03:00:00,03:00:00,3,0,1,1,26.24,29.545,78,0,3,dinsdag
3583,2011-08-19 04:00:00,04:00:00,3,0,1,1,26.24,28.79,83,0,8,dinsdag
3584,2011-08-19 05:00:00,05:00:00,3,0,1,1,26.24,28.79,83,0,17,dinsdag
3585,2011-08-19 06:00:00,06:00:00,3,0,1,1,26.24,28.79,83,0,93,dinsdag
3586,2011-08-19 07:00:00,07:00:00,3,0,1,2,27.06,30.305,83,60.032,263,dinsdag
3587,2011-08-19 08:00:00,08:00:00,3,0,1,2,27.06,30.305,83,0,398,dinsdag
3588,2011-08-19 09:00:00,09:00:00,3,0,1,1,28.7,32.575,65,89.981,218,dinsdag
3589,2011-08-19 10:00:00,10:00:00,3,0,1,1,29.52,34.09,62,60.032,165,dinsdag
3590,2011-08-19 11:00:00,11:00:00,3,0,1,2,29.52,34.09,66,60.032,165,dinsdag
3591,2011-08-19 12:00:00,12:00:00,3,0,1,2,30.34,34.09,62,60.032,222,dinsdag
3592,2011-08-19 13:00:00,13:00:00,3,0,1,2,31.16,35.605,62,12.998,232,dinsdag
3593,2011-08-19 14:00:00,14:00:00,3,0,1,1,31.98,36.365,55,12.998,220,dinsdag
3594,2011-08-19 15:00:00,15:00:00,3,0,1,1,32.8,37.12,49,70.015,222,dinsdag
3595,2011-08-19 16:00:00,16:00:00,3,0,1,1,32.8,37.12,49,0,327,dinsdag
3596,2011-08-19 17:00:00,17:00:00,3,0,1,1,31.16,35.605,58,350.008,527,dinsdag
3597,2011-08-19 18:00:00,18:00:00,3,0,1,1,31.16,35.605,58,350.008,425,dinsdag
3598,2011-08-19 19:00:00,19:00:00,3,0,1,3,25.42,29.545,73,310.009,165,dinsdag
3599,2011-08-19 20:00:00,20:00:00,3,0,1,3,25.42,28.79,83,199.995,58,dinsdag
3600,2011-08-19 21:00:00,21:00:00,3,0,1,1,25.42,28.79,83,89.981,107,dinsdag
3601,2011-08-19 22:00:00,22:00:00,3,0,1,1,24.6,27.275,88,89.981,122,dinsdag
3602,2011-08-19 23:00:00,23:00:00,3,0,1,2,24.6,27.275,88,60.032,106,dinsdag
3603,2011-09-01 00:00:00,00:00:00,3,0,1,1,24.6,28.79,78,70.015,51,donderdag
3604,2011-09-01 01:00:00,01:00:00,3,0,1,1,24.6,29.545,73,60.032,21,donderdag
3605,2011-09-01 02:00:00,02:00:00,3,0,1,1,23.78,27.275,78,60.032,25,donderdag
3606,2011-09-01 03:00:00,03:00:00,3,0,1,1,23.78,27.275,78,60.032,14,donderdag
3607,2011-09-01 04:00:00,04:00:00,3,0,1,1,22.96,26.515,83,60.032,7,donderdag
3608,2011-09-01 05:00:00,05:00:00,3,0,1,1,22.96,26.515,73,60.032,23,donderdag
3609,2011-09-01 06:00:00,06:00:00,3,0,1,1,24.6,28.79,78,0,105,donderdag
3610,2011-09-01 07:00:00,07:00:00,3,0,1,1,24.6,28.79,78,0,342,donderdag
3611,2011-09-01 08:00:00,08:00:00,3,0,1,1,25.42,29.545,73,89.981,498,donderdag
3612,2011-09-01 09:00:00,09:00:00,3,0,1,1,26.24,30.305,69,70.015,207,donderdag
3613,2011-09-01 10:00:00,10:00:00,3,0,1,1,27.88,31.82,61,89.981,138,donderdag
3614,2011-09-01 11:00:00,11:00:00,3,0,1,1,29.52,33.335,51,89.981,192,donderdag
3615,2011-09-01 12:00:00,12:00:00,3,0,1,2,29.52,33.335,51,89.981,229,donderdag
3616,2011-09-01 13:00:00,13:00:00,3,0,1,2,29.52,33.335,48,60.032,219,donderdag
3617,2011-09-01 14:00:00,14:00:00,3,0,1,3,29.52,33.335,54,169.979,198,donderdag
3618,2011-09-01 15:00:00,15:00:00,3,0,1,1,29.52,33.335,51,89.981,174,donderdag
3619,2011-09-01 16:00:00,16:00:00,3,0,1,1,30.34,33.335,51,12.998,308,donderdag
3620,2011-09-01 17:00:00,17:00:00,3,0,1,1,29.52,33.335,54,169.979,628,donderdag
3621,2011-09-01 18:00:00,18:00:00,3,0,1,1,29.52,33.335,54,150.013,531,donderdag
3622,2011-09-01 19:00:00,19:00:00,3,0,1,1,28.7,32.575,58,110.014,443,donderdag
3623,2011-09-01 20:00:00,20:00:00,3,0,1,1,27.06,31.06,61,150.013,280,donderdag
3624,2011-09-01 21:00:00,21:00:00,3,0,1,2,27.06,31.06,57,12.998,177,donderdag
3625,2011-09-01 22:00:00,22:00:00,3,0,1,2,27.06,31.06,57,150.013,179,donderdag
3626,2011-09-01 23:00:00,23:00:00,3,0,1,1,26.24,30.305,65,169.979,126,donderdag
3627,2011-09-02 00:00:00,00:00:00,3,0,1,1,26.24,30.305,65,12.998,64,vrijdag
3628,2011-09-02 01:00:00,01:00:00,3,0,1,3,25.42,29.545,73,70.015,32,vrijdag
3629,2011-09-02 02:00:00,02:00:00,3,0,1,3,25.42,29.545,73,70.015,20,vrijdag
3630,2011-09-02 03:00:00,03:00:00,3,0,1,2,24.6,28.03,83,110.014,8,vrijdag
3631,2011-09-02 04:00:00,04:00:00,3,0,1,1,24.6,28.03,83,60.032,4,vrijdag
3632,2011-09-02 05:00:00,05:00:00,3,0,1,2,24.6,28.03,83,89.981,20,vrijdag
3633,2011-09-02 06:00:00,06:00:00,3,0,1,1,24.6,28.03,83,89.981,76,vrijdag
3634,2011-09-02 07:00:00,07:00:00,3,0,1,1,24.6,28.03,83,70.015,259,vrijdag
3635,2011-09-02 08:00:00,08:00:00,3,0,1,1,25.42,29.545,78,12.998,456,vrijdag
3636,2011-09-02 09:00:00,09:00:00,3,0,1,2,25.42,28.79,83,70.015,220,vrijdag
3637,2011-09-02 10:00:00,10:00:00,3,0,1,2,26.24,30.305,76,110.014,140,vrijdag
3638,2011-09-02 11:00:00,11:00:00,3,0,1,2,27.06,31.06,74,70.015,192,vrijdag
3639,2011-09-02 12:00:00,12:00:00,3,0,1,2,27.06,31.06,69,150.013,260,vrijdag
3640,2011-09-02 13:00:00,13:00:00,3,0,1,2,27.88,31.82,65,89.981,279,vrijdag
3641,2011-09-02 14:00:00,14:00:00,3,0,1,2,28.7,32.575,61,70.015,283,vrijdag
3642,2011-09-02 15:00:00,15:00:00,3,0,1,2,28.7,32.575,61,169.979,346,vrijdag
3643,2011-09-02 16:00:00,16:00:00,3,0,1,2,28.7,32.575,61,89.981,381,vrijdag
3644,2011-09-02 17:00:00,17:00:00,3,0,1,2,27.88,31.82,65,110.014,455,vrijdag
3645,2011-09-02 18:00:00,18:00:00,3,0,1,2,27.88,31.82,65,12.998,355,vrijdag
3646,2011-09-02 19:00:00,19:00:00,3,0,1,1,27.06,31.06,69,89.981,287,vrijdag
3647,2011-09-02 20:00:00,20:00:00,3,0,1,1,26.24,30.305,73,0,196,vrijdag
3648,2011-09-02 21:00:00,21:00:00,3,0,1,2,26.24,30.305,73,60.032,149,vrijdag
3649,2011-09-02 22:00:00,22:00:00,3,0,1,2,26.24,30.305,73,110.014,147,vrijdag
3650,2011-09-02 23:00:00,23:00:00,3,0,1,2,26.24,30.305,73,110.014,98,vrijdag
3651,2011-09-03 00:00:00,00:00:00,3,0,0,2,26.24,30.305,73,70.015,87,zaterdag
3652,2011-09-03 01:00:00,01:00:00,3,0,0,2,26.24,30.305,69,169.979,74,zaterdag
3653,2011-09-03 02:00:00,02:00:00,3,0,0,2,26.24,30.305,69,150.013,41,zaterdag
3654,2011-09-03 03:00:00,03:00:00,3,0,0,1,25.42,29.545,73,110.014,35,zaterdag
3655,2011-09-03 04:00:00,04:00:00,3,0,0,1,25.42,29.545,73,110.014,7,zaterdag
3656,2011-09-03 05:00:00,05:00:00,3,0,0,1,25.42,30.305,69,12.998,12,zaterdag
3657,2011-09-03 06:00:00,06:00:00,3,0,0,1,25.42,29.545,73,110.014,23,zaterdag
3658,2011-09-03 07:00:00,07:00:00,3,0,0,1,25.42,29.545,73,12.998,38,zaterdag
3659,2011-09-03 08:00:00,08:00:00,3,0,0,1,26.24,30.305,69,110.014,89,zaterdag
3660,2011-09-03 09:00:00,09:00:00,3,0,0,2,27.06,31.06,69,169.979,201,zaterdag
3661,2011-09-03 10:00:00,10:00:00,3,0,0,3,27.06,31.06,65,169.979,258,zaterdag
3662,2011-09-03 11:00:00,11:00:00,3,0,0,3,27.06,31.06,69,190.012,194,zaterdag
3663,2011-09-03 12:00:00,12:00:00,3,0,0,1,28.7,32.575,61,150.013,257,zaterdag
3664,2011-09-03 13:00:00,13:00:00,3,0,0,1,28.7,32.575,65,150.013,353,zaterdag
3665,2011-09-03 14:00:00,14:00:00,3,0,0,2,29.52,34.09,66,110.014,380,zaterdag
3666,2011-09-03 15:00:00,15:00:00,3,0,0,1,29.52,34.09,70,110.014,388,zaterdag
3667,2011-09-03 16:00:00,16:00:00,3,0,0,1,29.52,34.09,70,12.998,374,zaterdag
3668,2011-09-03 17:00:00,17:00:00,3,0,0,1,29.52,34.09,70,150.013,371,zaterdag
3669,2011-09-03 18:00:00,18:00:00,3,0,0,1,29.52,34.09,70,110.014,339,zaterdag
3670,2011-09-03 19:00:00,19:00:00,3,0,0,1,28.7,33.335,74,89.981,295,zaterdag
3671,2011-09-03 20:00:00,20:00:00,3,0,0,1,28.7,33.335,79,110.014,219,zaterdag
3672,2011-09-03 21:00:00,21:00:00,3,0,0,1,27.88,31.82,83,89.981,164,zaterdag
3673,2011-09-03 22:00:00,22:00:00,3,0,0,1,27.88,31.82,83,70.015,162,zaterdag
3674,2011-09-03 23:00:00,23:00:00,3,0,0,1,27.06,31.06,85,89.981,123,zaterdag
3675,2011-09-04 00:00:00,00:00:00,3,0,0,1,27.06,29.545,89,12.998,109,maandag
3676,2011-09-04 01:00:00,01:00:00,3,0,0,1,27.06,30.305,83,89.981,75,maandag
3677,2011-09-04 02:00:00,02:00:00,3,0,0,1,27.06,30.305,83,12.998,60,maandag
3678,2011-09-04 03:00:00,03:00:00,3,0,0,1,26.24,28.79,89,12.998,43,maandag
3679,2011-09-04 04:00:00,04:00:00,3,0,0,1,26.24,28.79,83,110.014,4,maandag
3680,2011-09-04 05:00:00,05:00:00,3,0,0,1,26.24,28.79,83,89.981,6,maandag
3681,2011-09-04 06:00:00,06:00:00,3,0,0,1,26.24,28.79,84,150.013,3,maandag
3682,2011-09-04 07:00:00,07:00:00,3,0,0,1,27.06,30.305,78,12.998,30,maandag
3683,2011-09-04 08:00:00,08:00:00,3,0,0,1,27.06,30.305,78,110.014,70,maandag
3684,2011-09-04 09:00:00,09:00:00,3,0,0,1,27.06,30.305,78,110.014,189,maandag
3685,2011-09-04 10:00:00,10:00:00,3,0,0,1,28.7,33.335,74,89.981,297,maandag
3686,2011-09-04 11:00:00,11:00:00,3,0,0,1,30.34,34.85,70,110.014,337,maandag
3687,2011-09-04 12:00:00,12:00:00,3,0,0,1,31.16,36.365,66,110.014,435,maandag
3688,2011-09-04 13:00:00,13:00:00,3,0,0,2,31.98,37.12,62,190.012,419,maandag
3689,2011-09-04 14:00:00,14:00:00,3,0,0,1,31.98,37.88,66,220.028,361,maandag
3690,2011-09-04 15:00:00,15:00:00,3,0,0,1,31.98,37.88,66,190.012,410,maandag
3691,2011-09-04 16:00:00,16:00:00,3,0,0,1,32.8,38.635,59,150.013,337,maandag
3692,2011-09-04 17:00:00,17:00:00,3,0,0,1,31.16,36.365,66,150.013,376,maandag
3693,2011-09-04 18:00:00,18:00:00,3,0,0,1,31.16,36.365,66,12.998,356,maandag
3694,2011-09-04 19:00:00,19:00:00,3,0,0,1,30.34,34.85,70,12.998,328,maandag
3695,2011-09-04 20:00:00,20:00:00,3,0,0,1,30.34,34.85,70,199.995,229,maandag
